,title,Achievement_rate,amount,people
392,机械党宇航员丨DIY创意金属潮玩模型,426%,42608.0,212
393,多功能加厚兵工铲 硬挺结实 强悍军铲,109%,10981.0,79
394,摩飞智能恒温随行无烟艾盒 艾自由 轻养生,101%,10114.0,26
395,便携式充电多功能家用原汁机 只为一杯纯粹,100%,10098.0,51
396,国风棉麻长裤，五色八码，250斤可穿,137%,6889.0,71
397,益乳液 纯天然草本成分  安全更放心,104%,20986.0,100
398,吉博士—千变魔珠   健康美丽戴出来,129%,64680.0,30
399,礼盒2件装，杀菌保湿基础款T恤，男女同款,133%,6677.0,33
400,小彩蛋美妆保鲜冰箱  持久美丽的秘密,605%,302714.0,299
401,WOLONOW智能跳绳,154%,7722.0,78
402,放下即可充电，自动感应车载无线充,117%,11776.0,92
403,云南普洱熟茶特级小金砖,104%,10481.0,69
404,智能MINI随身筋膜枪 深层按摩塑形减脂,116%,11610.0,90
405,天猫精灵&智能哑铃,136%,6840.0,30
406,8K高清玻璃太阳镜 护眼·安全驾驶·时尚,238%,47634.0,113
407,金桔百香果冻干柠檬片-夏季果茶,128%,12826.1,635
408,有超一亿个透气孔的尿不湿,1168%,584228.0,3222
409,蚊虫叮咬止痒棒，物理止痒，小巧便携,101%,10170.0,90
410,惊人院·《广平戏社》5人实体剧本杀,344%,17225.0,265
411,补充美容成分，每日一瓶，葡萄复合果汁饮品,102%,20508.0,125
412,纯净植萃配方  寻香师舒缓护肤品套装系列,404%,202376.0,754
413,"城市小猎豹mini电动折叠车,轻松驾驭",112%,112200.0,44
414,智能多功能电煮锅-宿舍火锅煮面神器,104%,10479.0,151
415,智能随身筋膜枪-深层按摩放松肌肉,114%,11492.0,68
416,多功能防水耐磨休闲出行胸包,123%,12375.0,125
417,多功能1.2L智能电饭煲,106%,10653.0,107
418,多功能网球基础动作教与学便携式网球练习器,101%,50767.0,28
419,2021新茶凤庆古树红茶特级云南滇红金针,113%,11332.0,78
420,爱马铠多功能防摔手机壳  不只是手机壳,202%,101296.0,462
421,五洲风情便携式梦幻糖果屋儿童帐篷,478%,239192.0,1120
422,汽车遮阳伞，1秒开伞即用/折叠收纳,123%,12336.0,107
423,铠甲勇士刑天-珍藏周边套装,108%,16309.0,325
424,万世智能指纹锁  智慧管家 安全省心,171%,85604.0,55
425,智能可视超声波洁牙仪 去牙结石不伤牙龈,142%,28408.0,106
426,极地物种补水仪，纳米喷雾便携随行,105%,10563.0,269
427,云南古树普洱，糯香碎银子普洱熟茶,102%,10261.0,59
428,分享一杯精致的滇红茶,659%,32999.0,144
429,「水陆两穿」一双能上山下海的运动凉鞋,144%,7237.0,43
430,恒温吹风机 速干不伤发呵护每一丝秀发,103%,10325.0,175
431,刷牙新体验—魔刷师无铜植毛声波电动牙刷,809%,404744.0,1596
432,2021年新茶猴魁绿茶,130%,13029.0,81
433,益小白益生菌牙膏消除黄牙口臭改善口腔菌群,816%,81616.0,1491
434,专注夜间牙齿修复 佳有孚—护龈健齿牙膏,209%,104666.0,347
435,天猫精灵智能跳绳 有绳/无绳/专业跳绳,229%,11495.0,140
436,智能冷热两用多功能魔食杯 果汁豆浆一体机,105%,10516.0,44
437,手提式蓝牙音箱 —爱华复古音响荣誉归来,613%,306820.0,186
438,模仿真人按摩 给疲劳的颈椎一次放松,134%,13430.0,85
439,牙刷消毒杀菌收纳置物架,113%,11373.0,127
440,七夕礼物智能艾灸仪，健康调理艾灸小魔方,253%,25394.0,66
441,宠物箱床头氛围小夜灯 柔光伴您入眠,116%,11603.0,197
442,宜兴匠心紫砂壶●会升值的【梨皮朱泥茄瓜】,758%,7581.0,19
443,DIY魔法世界创意拼装立体小屋模型,218%,2180.0,10
444,CIROCCO温柔的盔甲套系礼盒,100%,302495.0,505
445,三合一数据线 拒绝杂乱 车用·家用·办公,123%,12325.0,141
446,智能高精度酒精测试仪 拒绝酒驾好帮手,113%,11336.0,104
447,超静！夏季便携桌面塔扇，可立可卧,106%,10676.0,118
448,创新设计，可折叠上水器，更干净省力,117%,11748.0,112
449,雷士照明AAA级智控学习台灯,225%,11277.0,63
450,果园直采，现摘现发，山东黄桃,101%,10137.0,113
451,钢将多功能宠物指甲剪  剪指甲真的很简单,401%,200594.0,2556
452,花香四溢-茉莉清香型茉莉龙珠绿茶,125%,12540.0,80
453,正宗新会陈皮普洱茶，每一颗都是艺术品,109%,10978.1,264
454,蓝牙助听耳机  一款可以做助听器的耳机,407%,203954.0,395
455,五福临门项链系列 有颜又有钱 生活满分甜,403%,201648.0,484
456,折叠式补光灯云台稳拍器 美颜补光 防抖稳拍,105%,10502.0,59
457,"多功能消毒洗漱杯,洗漱杀菌收纳三合一",105%,10564.0,86
458,感应紫外线，智能变色偏光太阳镜,153%,15308.0,172
459,古典玩偶 中华风暗香黑粉色,127%,6360.0,4
460,韩高轻奢现代吸顶风扇灯APP无线摇控,111%,22327.0,83
461,电动螺丝刀，双动力，拆机效率翻倍,147%,14726.0,74
462,果园现采现发，正宗蒙阴水蜜桃,110%,11064.0,180
463,一年一做 一做一年的手工腊肉,103%,10350.0,150
464,遗落深山2800年古茶园白莺山普洱生茶,537%,53700.0,1100
465,轻奢普洱小玉饼——让传统变得更简单。,709%,70970.0,214
466,陈皮与白茶的邂逅-陈皮福鼎寿眉白茶,133%,13381.0,79
467,LED紫外线杀菌灯 家里的移动杀菌空间站,103%,10350.0,75
468,蜂王食物-新鲜蜂王浆蜂皇浆蜂乳,137%,13739.0,101
469,仙剑羲和望舒1:1金属武器模型典藏礼盒,978%,4892763.0,3856
470,"龙泉龙虎刀剑-----手工锻制,非遗传承",677%,135553.0,850
471,一款带照明灯和小风扇的空调遮阳伞,1239%,619628.0,1472
472,国潮精品  18K金葫芦翡翠钻石项链,614%,307060.0,78
473,宜兴匠心紫砂壶●会升值的【本山绿牛盖】,1846%,18463.0,37
474,便携式太阳能徒步野营桌 野营充电不烦恼,1010%,505280.0,877
475,原创100%桑蚕丝衬衫  夏日有型又清凉,205%,102993.0,218
476,桌面小空调降温新升级纳米冰雾畅享冰凉一夏,100%,10057.0,113
477,恐龙蛋投影驱蚊小夜灯浪漫星空悦耳安眠音乐,107%,21544.0,134
478,Cowin WHALE喷水无线便蓝牙音箱,111%,11168.0,29
479,清洁毛囊去油神器固发养发 防静电空心梳子,136%,27300.0,182
480,奇异趣多功能移动储物靠背座椅打造自在生活,102%,20492.0,109
481,穿梭随身wifi免插卡月享3000G流量,119%,23828.0,92
482,藏壶天下·王寅仙曲壶经典复刻,207%,20700.0,15
483,HAZZYS男士护肤套装清爽凉夏捍卫皮肤,121%,12118.0,82
484,充电折叠伸缩型空气循环扇  悠享夏日清爽,106%,10620.0,180
485,EMS脚垫按摩仪，足够舒服一整天,131%,13148.0,97
486,用智能温柔的方式，告别繁琐反复脱毛,137%,13724.0,73
487,海涤多效合一食材净化机  《辣妈那么美》同款推荐,135%,67819.0,48
488,电视剧《理想照耀中国》正版周边衍生品,2479%,247903.0,4157
489,秦时明月系列积木模型拼装玩具,245%,122887.0,646
490,毛特全折叠代步车 随时随地 轻奢出行,108%,21680.0,6
491,铠甲勇士×熊本熊IP联名系列盲盒,602%,301178.0,2958
492,狮头脚 乌岽高山春【珍稀茶】山韵犹存,260%,26096.0,131
493,宜兴匠心紫砂壶●会升值的【一团和气壶】,687%,6870.0,30
494,青海柴达木大果黑枸杞-含花青素,110%,11054.0,96
495,《少年歌行》萧瑟景品,114%,100667.0,1123
496,全自动杀菌除螨机器人,383%,38381.0,180
497,魔绘狗狗智能喂水器 用心呵护爱宠饮水健康,203%,101554.0,379
498,北欧今典电子消毒保鲜果盘 食物保鲜的秘密,1011%,505853.0,1077
499,全自动帐篷 露营旅行带上它 畅游户外乐趣,102%,10293.0,47
500,便携式无线车家两用干湿吸尘器 大吸力除尘,102%,10235.0,115
501,智能黑科技空气净化器 快速净化焕然新空气,122%,12272.0,208
502,2021新茶明前嫩芽绿茶-信阳毛尖,101%,10184.0,86
503,桂花红茶，杭州桂花九曲红梅,132%,13219.0,81
504,精美多功能加热饭盒  新鲜 健康 方便,102%,10296.0,104
505,钟意传情定制酒——一款情义看得到的酒,103%,51899.0,94
506,AI语音控制器 红外家电秒变智能语音,103%,10386.0,114
507,茅台镇酱香型白酒 正宗纯坤沙酒纯粮食酒,161%,32273.0,87
508,车载重力伸缩支架Pro 高覆盖更牢固,140%,14023.0,416
509,酷乐潮玩 肯豆小王子盲盒系列独家首发,138%,13800.0,95
510,「冰凉感无刺激」天然棉冰丝莫代尔凉感T恤,241%,12096.0,110
511,首阅定制男装X艺术家王瑞琳联名款,101%,10140.0,8
512,三合一电蚊拍，手持+台式+壁挂式,123%,12342.0,186
513,2021年新茶，福鼎白毫银针白茶,102%,10236.0,54
514,云南古树蜜香红茶-滇红,105%,10530.0,90
515,强效防溅马桶坐便器家用抽水大口径防臭超漩节水虹吸式,101%,50661.0,39
516,秦时明月神兵宝剑系列盖聂渊虹剑,1129%,1129700.0,1738
517,西逗电动按摩硅胶沐浴刷SPA级温柔清洁,1588%,158800.0,965
518,《斗罗大陆》动画官方盲盒系列首发,1339%,1339491.0,3762
519,关于水果的无数可能，榨汁杯帮你实现,103%,10395.0,108
520,静音加温 细腻出雾 环境不在干燥,320%,16021.0,279
521,保鲜膜切割盒 一弹即可 告别手撕,101%,10194.0,166
522,斐皇尼格幸运转转钻石腕表 戴在腕间的优雅,1183%,591620.0,116
523,欧斯恩新西兰进口猫犬粮 给它健康放心好粮,402%,201266.0,944
524,蓝天雪山海洋18k白金情侣定情耳钉,104%,52492.0,32
525,笔记本散热支架 双涡轮散热游戏不发烫,108%,10890.0,110
526,北执冷制手工皂  美丽信手打“皂”,103%,51714.0,686
527,夏季小清新 运动喷雾补水杯,100%,10045.0,205
528,好棒充电台灯，可360度调节，无极调光,100%,10096.0,57
529,藏壶天下·紫砂国宝复刻子冶石瓢、大亨德钟,217%,21780.0,11
530,负离子小夜灯净化器 除甲醛烟雾异味,117%,11799.0,171
531,家用多功能料理机，一机六用安全卫生,106%,10656.0,72
532,智能感应泡沫洗手机 便携更卫生,114%,11481.0,129
533,精美雅器臻选黑檀红木牙签盒中的“爱马仕”,2341%,234140.0,388
534,它爱逗萌宠爱宠项链 给爱宠一件心动礼物,109%,54665.0,245
535,能说话，会占卜，有玩趣化妆镜，您见过吗？,404%,202150.0,376
536,「双效云弹」抗菌透气粒子气垫健步轻跑鞋,449%,22476.0,103
537,2021新茶浓香型高山春茶碧螺春,102%,10206.0,64
538,颈椎按到位，脖子不会累，吊坠式颈椎按摩仪,126%,12672.0,64
539,滋润修护舒缓眼护套装 擦亮心灵之窗,172%,17263.0,107
540,茉莉江山·沪上京韵系列,109%,10932.0,122
541,圣淘沙二维码AI智能锁 商业房管理利器,101%,20332.0,68
542,出差·旅游·居家 便携式折叠熨斗,127%,12771.0,99
543,NAK水疗丝滑洗发水 秀发轻盈柔顺,110%,110600.0,79
544,免接触 伸手出泡，感应出泡洗手机,115%,11547.0,112
545,2021新茶浓香型散装乌龙茶安溪铁观音,112%,11256.0,52
546,蜂蜜发酵小瓶装38度蜂蜜白酒,110%,11064.0,110
547,好棒支架感应灯，收纳感应两不误,106%,10682.0,107
548,CIROCCO经典物理学,109%,329340.0,660
549,糯香古树碎银子，古树普洱熟茶茶化石,121%,12170.0,75
550,三星堆主题首饰｜将文物之美戴回家,208%,104452.0,149
551,除臭喷雾剂 清新去异味鞋内除菌,112%,11244.8,406
552,刀筷消毒机·消毒杀菌·自动烘干,102%,10246.0,62
553,国货优品，平安承保，为叨睡眠美酒,102%,20493.0,1035
554,"醒狮微型便携洗牙器,烟盒大小、洁齿随行",104%,20832.0,84
555,电动升降旋转显示器支架——从根源上解决颈肩疼痛,136%,13676.0,32
556,YCOLOR全彩智能落地氛围灯,1015%,507762.0,1213
557,文金翠18K金钻石项链宝石耳钉系列,407%,203506.0,65
558,TWS无线蓝牙耳机  潮级动听 随性真我,210%,105024.0,520
559,立扬创颖多功能电煮锅  乐享精致生活,406%,203264.4,1243
560,桌面制冷杯-夏日炎炎冷饮神器,119%,11928.0,71
561,随手感应小夜灯【卧室·橱柜·衣柜·冰箱】,115%,11528.0,151
562,数码收纳·防盗单肩斜挎包,123%,12317.0,113
563,罗曼湖X红楼梦金陵十二钗限量版单桶威士忌,235%,117608.0,37
564,简亚阳台庭院户外休闲咖啡桌椅套组,102%,20478.0,16
565,多功能收纳实木箱凳【重了可推，累了可坐】,118%,11869.0,24
566,淘客卫浴—日式简约精品浴室柜,408%,204430.0,195
567,原木艺术实木台灯    艺术点亮生活,201%,100904.0,487
568,深层按摩放松肌肉-随身智能筋膜枪,123%,12337.0,73
569,夏日桌面降温智能冷风机,109%,10902.0,158
570,天猫精灵火鸡智能刀架，联动厨房、快乐烹饪,186%,9334.0,26
571,冰箱没异味了，冰箱杀菌除味器,125%,12508.0,106
572,宜兴匠心紫砂壶●会升值的【山水石瓢】,887%,8877.0,33
573,啡时食挂耳咖啡 赢取千元旅行报销费,500%,150039.0,1408
574,便携驱蚊器·随时驱蚊·静音无味,106%,10664.0,256
575,原创设计立体星座吊坠,408%,40880.0,76
576,夏季桌面冰雾冷风机 回归自然 静享凉风,105%,10586.0,134
577,你梦寐以求的一条新疆棉超级短裤,113%,5682.0,38
578,福鼎高山花香白牡丹白茶,117%,11789.0,71
579,糯香茶化石古树普洱熟茶碎银子，浓香香耐泡,136%,13624.0,143
580,《少年歌行》司空千落景品,103%,69255.0,795
581,身体健康，我只用青瓷水杯,253%,7610.0,16
582,众筹一杯实实在在的普洱茶,946%,94650.0,260
583,昔归村41号茶农众筹,5533%,55338.0,126
584,智能牙刷杀菌器，卫浴置物收纳架,112%,11288.0,106
585,卢浮宫博物馆 拿破仑蜜蜂手链520礼物,108%,5418.0,21
586,星河家用环保地毯  给您一家人健康的承诺,103%,51538.0,161
587,法式复古风妈咪包  助你做时尚妈妈,599%,299694.0,1152
588,蓝月传奇x非遗跨界 “义结金兰”建盏礼盒,196%,1969.0,1
589,无叶涡轮静音风扇  重新定义 挂脖风扇,107%,10782.0,98
590,智能多功能电煮锅-火锅煮面煎炒,103%,10310.0,130
591,电动多功能蒜蓉机辅食器料理机,118%,11886.0,238
592,智能喷雾冷风机-办公室宿舍夏天降温神器,118%,11880.0,120
593,小腿按摩仪，按一下就很舒服,111%,11160.0,42
594,珍藏经典八年陈宫廷金芽古树普洱,122%,12277.0,63
595,儿童卡通挂脖风扇 适合孩子的风扇潮品礼物,102%,10246.0,94
596,创新挂脖小风扇 清凉陪伴 放手拥抱夏日,100%,10074.0,146
597,童趣挂脖风扇 孩子的潮品礼物,105%,10557.0,153
598,魔豆挂脖风扇，释放双手，行走的潮流！,102%,10241.0,209
599,冲洗→牙刷 牙签刷不干净的食物残渣,112%,11250.0,96
600,PNSO巨盗龙姗姗1：35铜质限量版雕像,530%,53063.0,37
601,PNSO原牛霍夫曼1：15铜质限量版,297%,29789.0,11
602,青春集天然植物萃取纯露，护肤香薰二合一,102%,20408.0,154
603,美味来袭 潜江油焖大虾麻辣小龙虾产地直供,116%,5804.0,23
604,捕梦网幸运签饼盲盒 | 每天捕获小确幸,101%,5098.0,43
605,边理边吸，理发吸发二合一，易清洗,102%,10266.0,87
606,高海拔武夷桐木关蜜香金骏眉红茶,106%,10635.0,55
607,福鼎白茶 品时间的味道,101%,10152.0,78
608,四季物语，繁花似锦手作胸针,239%,47958.0,223
609,小喜艾4代明火无烟智能随身灸艾灸仪,12280%,1228.0,11
610,纳米雾化清凉润眼美目仪 解除眼睛干涩疲劳,117%,11776.0,92
611,宜兴匠心紫砂壶●会升值的【提壁提梁壶】,299%,2994.0,6
612,宜兴匠心紫砂壶●会升值的【高潘壶】,438%,4389.0,11
613,触手皆优硬核精钢盲插全通用5A智充数据线,173%,17373.0,593
614,藏壶天下·大亨德钟经典复刻,151%,15180.0,11
615,仿生科技物理灭蚊灯 出众灭蚊实力,106%,10679.0,181
616,可以嚼着吃的蜂蜜-蜂巢蜜,116%,11632.0,168
617,巛石超薄夜光石英手表，新晋潮流送礼之选,165%,33189.0,111
618,原创设计|一串有棱角的阴皮星月手串,130%,13016.0,31
619,智能口腔喷雾，1秒清新，随身携带,114%,11479.0,95
620,福鼎老白茶寿眉龙珠,105%,10550.0,80
621,2021春茶头采-日照绿茶,107%,10743.0,77
622,开在家的星厨日式拉面馆,110%,11047.9,128
623,仙途有线闪充手机支架 充电快人一步,403%,201606.0,1288
624,负离子挂脖风扇   健康呼吸 乐享清凉,1006%,503342.0,2192
625,浓香型凤庆红茶-云南古树滇红宝塔,117%,11760.0,50
626,皇家贵族 经典伯爵红茶 斯里兰卡锡冠红茶,1512%,151292.0,1492
627,即食阿胶固元膏手工阿胶糕,103%,10374.0,96
628,陈皮与白茶的邂逅-陈皮白茶,297%,14870.0,90
629,齐大爷纯手工XO酱  真材实料 无防腐剂,146%,29248.0,384
630,谷登堡精酿啤酒  无添加不上头的精酿啤酒,526%,105226.0,754
631,茅台镇酱香型白酒 正宗纯坤沙酒纯粮食酒,180%,36119.0,141
632,酷乐潮玩 独家首发 FUNKO西游记手办,341%,34144.0,176
633,桌面屏幕风扇 清爽办公看剧新体验,116%,11661.0,169
634,智能精油香氛机 香熏细腻雾化空气焕然清新,115%,11592.0,168
635,【筹实惠】纯正香醇的奶都来自全球智慧牧场,251%,251.6,4
636,【筹实惠】粒粒源自澳洲的天然燕麦片,834%,83.4,6
637,【筹实惠】安慕希希腊风味酸奶，黄桃加燕麦,628%,628.6,14
638,【筹实惠】新希望致浓纯牛奶，享受极致浓郁,195%,975.1,49
639,【筹实惠】蒙牛特仑苏纯牛奶，来自精选乳牛,234%,234.5,5
640,【筹实惠】统一冰红茶柠檬红茶夏日必备,153%,1532.3,77
641,【筹实惠】无糖百事可乐7喜美年达,179%,1791.4,106
642,【筹实惠】豆本豆原味豆奶，严选非转基因豆,520%,520.8,24
